chrom	start_CDS	end_CDS	length_CDS	pos_exons	strand	feature	gene_id	gene_name	transcript_id	product
II	1418297	1418707	411	1418297-1418707	+	CDS	SPBC8D2.04	hht2	SPBC8D2.04.1	histone H3 h3.2
II	1419357	1421934	2523	1419357-1421809,1421865-1421934	-	CDS	SPBC8D2.05c	sfi1	SPBC8D2.05c.1	spindle pole body half bridge protein Sfi1
II	1422299	1425493	3195	1422299-1425493	+	CDS	SPBC8D2.06	irs1	SPBC8D2.06.1	cytoplasmic isoleucine-tRNA ligase Irs1
II	1425751	1428076	2022	1425751-1427479,1427679-1427766,1427825-1427921,1427969-1428076	-	CDS	SPBC8D2.07c	sfc9	SPBC8D2.07c.1	transcription factor TFIIIC complex subunit Sfc9
II	1428454	1428862	336	1428454-1428561,1428635-1428862	-	CDS	SPBC8D2.09c	msl1	SPBC8D2.09c.1	U2 snRNP-associated protein Msl1
II	1429482	1431407	1533	1429482-1430875,1430955-1431050,1431365-1431407	-	CDS	SPBC8D2.10c	rmt3	SPBC8D2.10c.1	type I ribosomal protein arginine N-methyltransferase Rmt3
II	1431651	1431911	261	1431651-1431911	+	CDS	SPBC8D2.23	new15	SPBC8D2.23.1	mitochondrial ribosomal protein subunit L35
II	1432733	1433101	369	1432733-1433101	+	CDS	SPBC8D2.11	None	SPBC8D2.11.1	Schizosaccharomyces specific protein
II	1433439	1434740	882	1433439-1434156,1434221-1434284,1434641-1434740	-	CDS	SPBC8D2.12c	tac1	SPBC8D2.12c.1	mitochondrial Cox1 translational activator Tac1
II	1435265	1436847	1356	1435265-1435339,1435382-1435449,1435539-1435866,1435912-1436648,1436700-1436847	+	CDS	SPBC8D2.13	shq1	SPBC8D2.13.1	box H/ACA snoRNP assembly protein Shq1
II	1437149	1438169	930	1437149-1437879,1437971-1438169	-	CDS	SPBC8D2.14c	sed5	SPBC8D2.14c.1	SNARE Sed5
II	1439439	1440592	1113	1439439-1439486,1439528-1440592	+	CDS	SPBC8D2.15	lip5	SPBC8D2.15.1	mitochondrial lipoic acid synthetase Lip5
II	1440888	1441878	948	1440888-1441709,1441753-1441878	-	CDS	SPBC8D2.16c	None	SPBC8D2.16c.1	SPOUT family rRNA methyltransferase
II	1443325	1444364	987	1443325-1444235,1444289-1444364	+	CDS	SPBC8D2.17	gmh4	SPBC8D2.17.1	Golgi alpha-1,6-galactosyltransferase Gmh4
II	1444809	1446110	1302	1444809-1446110	-	CDS	SPBC8D2.18c	sah1	SPBC8D2.18c.1	adenosylhomocysteinase, Sah1
II	1446596	1448454	1680	1446596-1446742,1446789-1446863,1446997-1448454	+	CDS	SPBC8D2.19	mde3	SPBC8D2.19.1	serine/threonine protein kinase, meiotic, STKc MAK-like Mde3
II	1448976	1452650	3675	1448976-1452650	-	CDS	SPBC8D2.20c	sec31	SPBC8D2.20c.1	COPII-coated vesicle component Sec31
II	1453560	1454918	1359	1453560-1454918	-	CDS	SPBC17A3.01c	tim50	SPBC17A3.01c.1	TIM23 translocase complex subunit Tim50
II	1456389	1457117	360	1456389-1456455,1456497-1456511,1456560-1456653,1456713-1456732,1456954-1457117	+	CDS	SPBC17A3.02	aim19	SPBC17A3.02.1	mitochondrial membrane protein involved in heme biosynthesis, TMEM14 superfamily Aim19
II	1457502	1458608	864	1457502-1457709,1457761-1457837,1457899-1457984,1458116-1458608	-	CDS	SPBC17A3.03c	siw14	SPBC17A3.03c.1	inositol pyrophosphatase Siw14
II	1460550	1463025	2349	1460550-1462701,1462763-1462841,1462908-1463025	-	CDS	SPBC17A3.04c	rar1	SPBC17A3.04c.1	cytoplasmic methionine-tRNA ligase Mrs1
II	1464504	1465833	1212	1464504-1465249,1465314-1465750,1465805-1465833	-	CDS	SPBC17A3.05c	None	SPBC17A3.05c.1	DNAJ/DUF1977, human DNAJB12 homolog, Hsp70 co-chaperone
II	1466197	1467189	993	1466197-1467189	+	CDS	SPBC17A3.06	None	SPBC17A3.06.1	protein tyrosine/serine/threonine phosphatase
II	1467638	1469087	1395	1467638-1467689,1467745-1469087	+	CDS	SPBC17A3.07	pgr1	SPBC17A3.07.1	mitochondrial glutathione reductase Pgr1
II	1469407	1470702	939	1469407-1469438,1469493-1469686,1469862-1470060,1470126-1470403,1470467-1470702	+	CDS	SPBC17A3.08	None	SPBC17A3.08.1	TatD homolog
II	1470695	1471786	1092	1470695-1471786	-	CDS	SPBC17A3.09c	aim22	SPBC17A3.09c.1	mitochondrial lipoate-protein ligase A
II	1472014	1472992	921	1472014-1472050,1472109-1472992	+	CDS	SPBC17A3.10	pas4	SPBC17A3.10.1	peroxisomal ubiquitin-protein ligase E3 involved in peroxisome organization and biogenesis
II	1473684	1474925	939	1473684-1473813,1473894-1473944,1473997-1474092,1474154-1474310,1474372-1474533,1474583-1474925	+	CDS	SPBC691.01	pfa5	SPBC691.01.1	membrane palmitoyltransferase Pfa5
II	1475015	1477051	2037	1475015-1477051	-	CDS	SPBC691.02c	drp1	SPBC691.02c.1	Dsl1/NZR complex secretory pathway protein RINT1 family
II	1477812	1480448	2637	1477812-1480448	-	CDS	SPBC691.03c	apl3	SPBC691.03c.1	AP-2 adaptor complex alpha subunit Apl3
II	1481931	1483538	1608	1481931-1483538	+	CDS	SPBC691.04	mss116	SPBC691.04.1	mitochondrial ATP-dependent RNA helicase Mss116
II	1483897	1486032	2007	1483897-1485372,1485502-1486032	-	CDS	SPBC691.05c	ist2	SPBC691.05c.1	anoctamin calcium-activated chloride channel OR Ca(2+)-activated phospholipid scramblase involved in ER-plasma membrane tethering Ist2
II	1486554	1489055	2502	1486554-1489055	-	CDS	SPBP22H7.02c	mrd1	SPBP22H7.02c.1	ribosome biogenesis RNA-binding protein Mrd1
II	1489420	1489965	546	1489420-1489965	+	CDS	SPBP22H7.03	sbg1	SPBP22H7.03.1	plasma membrane-actinomyosin ring linker protein Sbg1
II	1491209	1491976	768	1491209-1491976	+	CDS	SPBP22H7.04	None	SPBP22H7.04.1	mitochondrial membrane protein, human TMEM186 ortholog, implicated in respiratory complex assembly
II	1492109	1495714	3606	1492109-1495714	-	CDS	SPBP22H7.05c	abo2	SPBP22H7.05c.1	histone H3-H4 chaperone (ATP-dependent) Abo2
II	1497707	1498815	693	1497707-1497738,1497793-1497817,1497920-1497988,1498163-1498529,1498616-1498815	+	CDS	SPBP22H7.06	nrk1	SPBP22H7.06.1	nicotinamide riboside kinase Nrk1
II	1499254	1500675	1422	1499254-1500675	+	CDS	SPBP22H7.07	prp5	SPBP22H7.07.1	Prp19 complex WD repeat protein Prp5
II	1501150	1501641	444	1501150-1501225,1501274-1501641	+	CDS	SPBP22H7.08	rps1002	SPBP22H7.08.1	40S ribosomal protein S10
II	1501957	1503297	1230	1501957-1502745,1502799-1502932,1502991-1503297	-	CDS	SPBP22H7.09c	mis15	SPBP22H7.09c.1	CENP-N ortholog Mis15
II	1503513	1504246	564	1503513-1503936,1504029-1504078,1504157-1504246	-	CDS	SPBC32H8.01c	None	SPBC32H8.01c.1	endocytic trafficking protein
II	1505329	1506576	1248	1505329-1506576	-	CDS	SPBC32H8.02c	nep2	SPBC32H8.02c.1	NEDD8 protease Nep2
II	1508170	1508475	306	1508170-1508475	+	CDS	SPBC32H8.15	None	SPBC32H8.15.1	dubious
II	1510806	1511705	900	1510806-1511705	+	CDS	SPBC32H8.03	bem46	SPBC32H8.03.1	palmitoyl-(protein) hydrolase
II	1512494	1513126	579	1512494-1512935,1512990-1513126	-	CDS	SPBC32H8.04c	utp24	SPBC32H8.04c.1	18S rRNA endonuclease Utp24
II	1513717	1514209	354	1513717-1513764,1513904-1514209	+	CDS	SPBC32H8.05	llp1	SPBC32H8.05.1	ribosome biogenesis protein Llp1
II	1514861	1516225	1152	1514861-1514917,1514977-1515086,1515241-1516225	+	CDS	SPBC32H8.06	mug93	SPBC32H8.06.1	Paqosome core subunit, TPR repeat protein, human RPAP3 ortholog
II	1517468	1518385	918	1517468-1518385	+	CDS	SPBC32H8.07	git5	SPBC32H8.07.1	heterotrimeric G protein beta (WD repeat) subunit Git5
II	1518953	1520277	1224	1518953-1519177,1519279-1520277	-	CDS	SPBC32H8.08c	omh5	SPBC32H8.08c.1	alpha-1,2-mannosyltransferase Omh5
II	1521666	1523228	1452	1521666-1522028,1522101-1522176,1522216-1523228	+	CDS	SPBC32H8.09	wdr8	SPBC32H8.09.1	mitosis-specific spindle pole body WD repeat protein Wdr8
II	1523821	1525767	1776	1523821-1523963,1524015-1524096,1524217-1525767	+	CDS	SPBC32H8.10	cdk9	SPBC32H8.10.1	P-TEFb-associated cyclin-dependent protein kinase Cdk9
II	1526335	1527888	1554	1526335-1527888	+	CDS	SPBC32H8.11	mei4	SPBC32H8.11.1	DNA-binding forkhead transcription factor, meiotic Mei4
II	1529290	1530417	1128	1529290-1530417	-	CDS	SPBC32H8.12c	act1	SPBC32H8.12c.1	actin Act1
II	1531245	1538303	7059	1531245-1538303	-	CDS	SPBC32H8.13c	mok12	SPBC32H8.13c.1	spore wall alpha-1,3-glucan synthase Mok12
II	1539293	1541079	1521	1539293-1539377,1539425-1539541,1539613-1540066,1540215-1541079	+	CDS	SPBC11B10.01	alg2	SPBC11B10.01.1	GDP-Man:Man1GlcNAc2-PP-Dol alpha-1,3-mannosyltransferase/ GDP-Man:Man2GlcNAc2-PP-dolichol alpha-1,6-mannosyltransferase
II	1541352	1542805	1155	1541352-1541814,1541874-1542485,1542671-1542682,1542738-1542805	-	CDS	SPBC11B10.02c	his3	SPBC11B10.02c.1	histidinol-phosphate transaminase His3
II	1543752	1544888	1137	1543752-1544888	+	CDS	SPBC11B10.03	cog8	SPBC11B10.03.1	Golgi transport complex subunit Cog8
II	1545096	1545962	867	1545096-1545962	-	CDS	SPBC11B10.04c	mrps28	SPBC11B10.04c.1	mitochondrial ribosomal protein subunit S15
II	1546210	1547694	1485	1546210-1547694	-	CDS	SPBC11B10.05c	rsp1	SPBC11B10.05c.1	random septum position protein, DNAJ domain protein Rsp1
II	1548293	1548922	630	1548293-1548922	+	CDS	SPBC11B10.06	sws1	SPBC11B10.06.1	Srs2 interacting SWIM domain protein Srs1
II	1549237	1550632	1116	1549237-1550160,1550383-1550521,1550580-1550632	-	CDS	SPBC11B10.07c	ivn1	SPBC11B10.07c.1	plasma membrane phospholipid-translocating ATPase complex Lem3 family subunit Ivn1
II	1551942	1552556	615	1551942-1552556	+	CDS	SPBC11B10.08	wwm1	SPBC11B10.08.1	WW domain containing conserved fungal protein Wwm1
II	1553481	1554669	894	1553481-1553517,1553586-1553754,1553827-1554127,1554229-1554534,1554589-1554669	+	CDS	SPBC11B10.09	cdc2	SPBC11B10.09.1	cyclin-dependent protein kinase Cdk1/Cdc2
II	1555783	1556202	420	1555783-1556202	-	CDS	SPBC11B10.10c	pht1	SPBC11B10.10c.1	histone H2A variant H2A.Z Pht1
II	1558559	1559514	873	1558559-1558818,1558902-1559514	+	CDS	SPBC1215.01	shy1	SPBC1215.01.1	cytochrome c oxidase assembly protein Shy1
II	1559553	1562524	2436	1559553-1559660,1559721-1559939,1560011-1561129,1561169-1561430,1561471-1561907,1561947-1562065,1562309-1562447,1562492-1562524	-	CDS	SPBC1215.02c	naa25	SPBC1215.02c.1	NatB N-acetyltransferase complex regulatory subunit Naa25
II	1563722	1566504	2490	1563722-1563871,1564022-1564145,1564191-1566376,1566475-1566504	+	CDS	SPBC83.01	ucp8	SPBC83.01.1	UBA/EH/EF hand domain protein Ucp8
II	1566534	1566880	285	1566534-1566661,1566724-1566880	-	CDS	SPBC83.02c	rpl4302	SPBC83.02c.1	60S ribosomal protein L37a
II	1567620	1569269	1650	1567620-1569269	-	CDS	SPBC83.03c	tas3	SPBC83.03c.1	RITS complex subunit 3
II	1569868	1570345	411	1569868-1569975,1570043-1570345	+	CDS	SPBC83.04	apc15	SPBC83.04.1	anaphase-promoting complex platform subcomplex scaffold subunit Apc15
II	1570809	1573130	2322	1570809-1573130	+	CDS	SPBC83.05	yme2	SPBC83.05.1	mitochondrial RNA-binding protein Yme2
II	1573353	1573631	279	1573353-1573631	-	CDS	SPBC83.06c	rtc6	SPBC83.06c.1	mitochondrial ribosomal protein subunit L36
II	1574412	1576726	2259	1574412-1574528,1574585-1576726	+	CDS	SPBC83.07	jmj3	SPBC83.07.1	histone demethylase H3-K36 specific, Lid2 complex subunit Jmj3
II	1577148	1578646	1398	1577148-1577196,1577298-1578646	+	CDS	SPBC83.08	rvb2	SPBC83.08.1	chaperone, AAA family ATPase Rvb2
II	1578834	1580106	1227	1578834-1579942,1579989-1580106	-	CDS	SPBC83.09c	lin1	SPBC83.09c.1	U5 snRNP subunit Snu40
II	1581047	1581616	570	1581047-1581616	+	CDS	SPBC83.10	emc7	SPBC83.10.1	ER membrane protein complex subunit Emc7
II	1582361	1583772	1350	1582361-1582455,1582518-1583772	+	CDS	SPBC83.11	pet2	SPBC83.11.1	Golgi phosphoenolpyruvate transmembrane transporter Pet2
II	1585159	1585644	486	1585159-1585644	+	CDS	SPBC83.12	None	SPBC83.12.1	Schizosaccharomyces pombe specific protein, ubiquitin conjugatiing enzyme-like
II	1586444	1587325	882	1586444-1587325	+	CDS	SPBC83.13	yhm2	SPBC83.13.1	mitochondrial carrier, tricarboxylic acid Yhm2
II	1587917	1589196	1077	1587917-1588605,1588748-1588940,1589002-1589196	-	CDS	SPBC83.14c	rfc5	SPBC83.14c.1	DNA replication factor C complex subunit Rfc5
II	1590040	1591595	1164	1590040-1590079,1590129-1590247,1590408-1590947,1591009-1591106,1591229-1591595	+	CDS	SPBC83.15	wdr74	SPBC83.15.1	ribosome assembly factor, WD repeat protein Nsa1/Wdr74
II	1591942	1593633	1692	1591942-1593633	-	CDS	SPBC83.16c	None	SPBC83.16c.1	protein with a role in clearing protein aggregates
II	1594593	1594952	360	1594593-1594952	-	CDS	SPBC83.19c	None	SPBC83.19c.1	Schizosaccharomyces pombe specific protein
II	1595740	1596186	447	1595740-1596186	+	CDS	SPBC83.17	mbf1	SPBC83.17.1	multiprotein bridging factor Mbf1
II	1597036	1597907	819	1597036-1597806,1597860-1597907	-	CDS	SPBC83.18c	fic1	SPBC83.18c.1	contractile ring-membrane anchor Fic1
II	1600802	1602502	1701	1600802-1602502	+	CDS	SPBC29B5.01	atf1	SPBC29B5.01.1	DNA-binding transcription factor, Atf-CREB family Atf1
II	1603575	1605932	2358	1603575-1605932	-	CDS	SPBC29B5.02c	isp4	SPBC29B5.02c.1	plasma membrane OPT oligopeptide transmembrane transporter family Isp4
II	1611387	1611767	381	1611387-1611767	-	CDS	SPBC29B5.03c	rpl26	SPBC29B5.03c.1	60S ribosomal protein L26
II	1612452	1614269	1818	1612452-1614269	-	CDS	SPBC29B5.04c	app1	SPBC29B5.04c.1	phosphatidate phosphatase converting phosphatidate to diacylglycerol, App1
II	1614784	1615182	399	1614784-1615182	-	CDS	SPBC27.01c	pga2	SPBC27.01c.1	protein trafficking protein Pga2
II	1615655	1616711	924	1615655-1616413,1616492-1616639,1616695-1616711	-	CDS	SPBC27.02c	ask1	SPBC27.02c.1	DASH complex subunit Ask1
II	1617049	1618917	1869	1617049-1618917	+	CDS	SPBC27.03	meu25	SPBC27.03.1	Schizosaccharomyces specific protein Meu25
II	1619550	1622708	3159	1619550-1622708	+	CDS	SPBC27.04	uds1	SPBC27.04.1	septation protein Uds1
II	1622893	1623219	327	1622893-1623219	+	CDS	SPBC27.05	None	SPBC27.05.1	dubious
II	1623594	1623999	363	1623594-1623922,1623966-1623999	-	CDS	SPBC27.06c	mgr2	SPBC27.06c.1	TIM23 translocase complex subunit Mgr2
II	1624632	1626104	1473	1624632-1626104	-	CDS	SPBC27.08c	sua1	SPBC27.08c.1	sulfate adenylyltransferase
II	1627674	1628552	879	1627674-1628552	+	CDS	SPBC28F2.02	mep33	SPBC28F2.02.1	translation machinery associated protein Mep33
II	1629476	1629964	489	1629476-1629964	+	CDS	SPBC28F2.03	ppi1	SPBC28F2.03.1	cyclophilin family peptidyl-prolyl cis-trans isomerase Cyp2
II	1630554	1631156	564	1630554-1631083,1631123-1631156	-	CDS	SPBC28F2.04c	cwf7	SPBC28F2.04c.1	Prp19 complex subunit Cwf7
II	1631322	1632152	831	1631322-1632152	-	CDS	SPBC28F2.05c	None	SPBC28F2.05c.1	xylose and arabinose reductase
II	1632274	1633095	822	1632274-1633095	-	CDS	SPBC28F2.06c	mdm12	SPBC28F2.06c.1	ERMES complex subunit, membrane tether and lipid transfer protein Mdm12
II	1633835	1634734	900	1633835-1634734	+	CDS	SPBC28F2.07	sfr1	SPBC28F2.07.1	DNA recombination mediator Sfr1
II	1635250	1637391	2142	1635250-1637391	-	CDS	SPBC28F2.08c	hrd3	SPBC28F2.08c.1	Hrd1 ubiquitin ligase complex SEL1/TPR repeat subunit
II	1638369	1639564	1110	1638369-1638386,1638432-1638533,1638575-1639564	+	CDS	SPBC28F2.09	toa1	SPBC28F2.09.1	transcription factor TFIIA complex large subunit Toa1
II	1639834	1641489	1656	1639834-1641489	-	CDS	SPBC28F2.10c	ngg1	SPBC28F2.10c.1	SAGA complex subunit Ngg1/Ada3
II	1642508	1643632	933	1642508-1642537,1642730-1643632	+	CDS	SPBC28F2.11	hmo1	SPBC28F2.11.1	upstream binding transcription factor, RNA polymerase I specific, Hmo1
II	1644303	1649859	5259	1644303-1644317,1644353-1644378,1644419-1644491,1644531-1644606,1644652-1644711,1644804-1644910,1644958-1649859	+	CDS	SPBC28F2.12	rpb1	SPBC28F2.12.1	DNA-directed RNA polymerase II complex large subunit Rpb1
II	1736252	1736857	606	1736252-1736857	+	CDS	SPBC21B10.13c	yox1	SPBC21B10.13c.1	MBF complex corepressor Yox1
II	1737055	1738173	915	1737055-1737489,1737575-1737792,1737832-1737895,1737937-1738020,1738060-1738173	-	CDS	SPBC21B10.12	rec6	SPBC21B10.12.1	meiotic recombination protein Rec6
II	1738306	1738567	219	1738306-1738464,1738508-1738567	-	CDS	SPBC21B10.11	dpm2	SPBC21B10.11.1	dolichol-phosphate mannosyltransferase regulatory subunit Dpm2
II	1739039	1739827	789	1739039-1739827	-	CDS	SPBC21B10.10	rps402	SPBC21B10.10.1	40S ribosomal protein S4
II	1740060	1740374	270	1740060-1740102,1740148-1740374	+	CDS	SPBC21B10.14	kgd4	SPBC21B10.14.1	mitochondrial alpha-ketoglutarate dehydrogenase adaptor subunit Ymr31/Kgd4
II	1740536	1742292	1560	1740536-1740853,1740900-1741309,1741354-1742010,1742118-1742292	-	CDS	SPBC21B10.09	None	SPBC21B10.09.1	endomembrane system acetyl-CoA transmembrane transporter
II	1743963	1744794	597	1743963-1744031,1744267-1744794	+	CDS	SPBC21B10.08c	None	SPBC21B10.08c.1	antibiotic biosynthesis monooxygenase-like domain
II	1745203	1746462	1260	1745203-1746462	-	CDS	SPBC21B10.07	crr1	SPBC21B10.07.1	glycosyl hydrolase family Crr1
II	1748880	1750406	1413	1748880-1748910,1748971-1749083,1749138-1750406	+	CDS	SPBC21B10.06c	inp2	SPBC21B10.06c.1	myosin binding vezatin family protein involved in peroxisome inheritance Inp2
II	1750964	1751908	945	1750964-1751908	+	CDS	SPBC21B10.05c	wat1	SPBC21B10.05c.1	TORC1/2 complex WD repeat protein Wat1/Lst8
II	1752599	1752967	369	1752599-1752967	+	CDS	SPBC21B10.04c	vtc1	SPBC21B10.04c.1	vacuolar transporter chaperone (VTC) complex, GTPase regulator subunit Vtc1
II	1753639	1753934	183	1753639-1753766,1753880-1753934	-	CDS	SPBC21B10.15	None	SPBC21B10.15.1	Schizosaccharomyces specific microprotein
II	1755076	1757451	2376	1755076-1757451	+	CDS	SPBC21B10.03c	ath1	SPBC21B10.03c.1	ataxin-2 homolog
II	1757736	1758161	426	1757736-1758161	-	CDS	SPBC21B10.02	None	SPBC21B10.02.1	conserved fungal protein, possible RNA binding, possible nuclease inhibitor, low similarity to ribosomal protein L3
II	1758599	1761766	3168	1758599-1761766	+	CDS	SPBC19C2.01	cdc28	SPBC19C2.01.1	ATP-dependent RNA helicase Cdc28
II	1762083	1763119	993	1762083-1762250,1762295-1763119	+	CDS	SPBC19C2.02	pmt1	SPBC19C2.02.1	tRNA (cytosine-5-)-methyltransferase Pmt1
II	1763752	1763996	192	1763752-1763827,1763881-1763996	+	CDS	SPBC19C2.03	rpc10	SPBC19C2.03.1	DNA-directed RNA polymerase I, II and III subunit Rpc10
II	1764541	1765593	1053	1764541-1765593	-	CDS	SPBC19C2.04c	ubp11	SPBC19C2.04c.1	mitochondrial outer membrane anchored ubiquitin C-terminal hydrolase Ubp11
II	1770877	1772289	1413	1770877-1772289	+	CDS	SPBC19C2.05	pat1	SPBC19C2.05.1	serine/threonine protein kinase Ran1/Pat1
II	1774784	1775221	438	1774784-1775221	-	CDS	SPBC19C2.06c	mug124	SPBC19C2.06c.1	Schizosaccharomyces pombe specific protein
II	1776383	1777459	1077	1776383-1777459	+	CDS	SPBC19C2.07	fba1	SPBC19C2.07.1	fructose-bisphosphate aldolase Fba1
II	1778164	1778994	633	1778164-1778305,1778504-1778994	+	CDS	SPBC19C2.08	prp38	SPBC19C2.08.1	U4/U6 x U5 tri-snRNP complex subunit Prp38
II	1779844	1782546	2703	1779844-1782546	+	CDS	SPBC19C2.09	sre1	SPBC19C2.09.1	DNA-binding transcription factor, sterol regulatory element binding protein Sre1
II	1783237	1784857	1506	1783237-1783824,1783940-1784857	+	CDS	SPBC19C2.10	None	SPBC19C2.10.1	BAR adaptor protein, human endophilin A1-like ortholog
II	1785751	1787109	1359	1785751-1787109	-	CDS	SPBC19C2.11c	mdm34	SPBC19C2.11c.1	ERMES complex subunit, membrane tether and lipid transfer protein Mdm34
II	1788098	1788722	438	1788098-1788163,1788255-1788417,1788514-1788722	+	CDS	SPBC19C2.12	mrpl51	SPBC19C2.12.1	mitochondrial ribosomal protein subunit L43
II	1788889	1789989	1101	1788889-1789989	-	CDS	SPBC19C2.13c	ctu2	SPBC19C2.13c.1	cytosolic thiouridylase subunit Ctu2
II	1790198	1790644	294	1790198-1790234,1790280-1790339,1790395-1790524,1790578-1790644	+	CDS	SPBC19C2.14	smd3	SPBC19C2.14.1	Sm snRNP core protein Smd3
II	1791052	1791780	627	1791052-1791128,1791181-1791717,1791768-1791780	-	CDS	SPBC19C2.15c	phs1	SPBC19C2.15c.1	3-hydroxyacyl-CoA dehydratase involved in very long-chain fatty acid elongation Phs1
II	1792417	1793478	990	1792417-1792644,1792717-1793478	+	CDS	SPBC2F12.15c	pfa3	SPBC2F12.15c.1	palmitoyltransferase Pfa3
II	1794991	1796897	1575	1794991-1795447,1795780-1796897	+	CDS	SPBC2F12.14c	gua1	SPBC2F12.14c.1	IMP dehydrogenase Gua1
II	1797230	1799937	2652	1797230-1799850,1799907-1799937	-	CDS	SPBC2F12.13	klp5	SPBC2F12.13.1	kinesin-8 family plus-end directed microtubule motor Klp5
II	1801119	1802902	1554	1801119-1801244,1801291-1801542,1801598-1801690,1801737-1802189,1802273-1802902	+	CDS	SPBC2F12.12c	cay1	SPBC2F12.12c.1	cactin, spliceosome complex subunit
II	1803156	1803452	180	1803156-1803176,1803227-1803319,1803387-1803452	-	CDS	SPBC2F12.17	cox7	SPBC2F12.17.1	cytochrome c oxidase subunit VII Cox7
II	1806240	1806899	660	1806240-1806899	+	CDS	SPBC2F12.11c	rep2	SPBC2F12.11c.1	MBF transcription factor activator Rep2
II	1807567	1808493	927	1807567-1808493	-	CDS	SPBC2F12.10	mrpl35	SPBC2F12.10.1	mitochondrial ribosomal protein subunit L38
II	1811029	1812096	1068	1811029-1812096	+	CDS	SPBC2F12.09c	atf21	SPBC2F12.09c.1	DNA-binding transcription factor, Atf-CREB family Atf21
II	1812863	1814071	1209	1812863-1814071	+	CDS	SPBC2F12.08c	ceg1	SPBC2F12.08c.1	mRNA guanylyltransferase Ceg1
II	1814693	1815454	762	1814693-1815454	+	CDS	SPBC2F12.07c	rpl802	SPBC2F12.07c.1	60S ribosomal protein L8/L2
II	1816850	1821153	3933	1816850-1816907,1816973-1817014,1817076-1817248,1817494-1821153	+	CDS	SPBC2F12.05c	osh2	SPBC2F12.05c.1	sterol transfer protein Osh2
II	1821436	1821999	564	1821436-1821999	-	CDS	SPBC2F12.04	rpl1701	SPBC2F12.04.1	60S ribosomal protein L17
II	1822370	1825045	2676	1822370-1825045	+	CDS	SPBC2F12.03c	esl1	SPBC2F12.03c.1	EST1 family protein, implicated in NMD
II	1826994	1827857	864	1826994-1827857	+	CDS	SPBC2F12.02c	mrpl7	SPBC2F12.02c.1	mitochondrial ribosomal protein subunit L5
II	1828333	1830312	1980	1828333-1830312	-	CDS	SPBC1D7.05	byr2	SPBC1D7.05.1	MAP kinase kinase kinase Byr2
II	1832129	1832728	600	1832129-1832728	-	CDS	SPBC1D7.04	mlo3	SPBC1D7.04.1	RNA-binding protein Mlo3
II	1834057	1835442	1386	1834057-1835442	-	CDS	SPBC1D7.03	clg1	SPBC1D7.03.1	cyclin-like protein involved in autophagy Clg1
II	1841603	1843300	1698	1841603-1843300	+	CDS	SPBC1D7.02c	scr1	SPBC1D7.02c.1	DNA-binding transcription repressor, glucose sensing, Scr1
II	1844524	1845110	339	1844524-1844686,1844838-1845004,1845102-1845110	-	CDS	SPBC1D7.01	pfd1	SPBC1D7.01.1	prefoldin subunit Pfd1
II	1845821	1846416	483	1845821-1846202,1846316-1846416	+	CDS	SPBC11G11.01	fis1	SPBC11G11.01.1	mitochondrial outer membrane fission complex receptor Fis1
II	1846972	1848393	1128	1846972-1847874,1848099-1848175,1848246-1848393	-	CDS	SPBC11G11.02c	end3	SPBC11G11.02c.1	actin cortical patch component End3
II	1848746	1849806	726	1848746-1848862,1849198-1849806	+	CDS	SPBC11G11.03	mrt4	SPBC11G11.03.1	mRNA turnover and ribosome assembly protein Mrt4
II	1850450	1851036	411	1850450-1850536,1850584-1850666,1850727-1850788,1850858-1851036	+	CDS	SPBC11G11.04	trs20	SPBC11G11.04.1	TRAPP I,II and III complex subunit Trs20
II	1851766	1852521	756	1851766-1852521	+	CDS	SPBC11G11.05	rpa34	SPBC11G11.05.1	DNA-directed RNA polymerase I complex subunit Rpa34
II	1852518	1853147	255	1852518-1852567,1852797-1852872,1852982-1853071,1853109-1853147	-	CDS	SPBC11G11.06c	sme1	SPBC11G11.06c.1	Sm snRNP core protein Sme1
II	1854165	1857083	2868	1854165-1854263,1854315-1857083	+	CDS	SPBC11G11.07	mtr10	SPBC11G11.07.1	karyopherin/importin-beta family nuclear import receptor Mtr10
II	1858107	1860263	2031	1858107-1858125,1858252-1860263	+	CDS	SPBC18H10.02	lcf1	SPBC18H10.02.1	long-chain-fatty-acid-CoA ligase Lcf1
II	1861037	1861926	849	1861037-1861047,1861089-1861926	+	CDS	SPBC18H10.03	tif307	SPBC18H10.03.1	translation initiation factor eIF3g
II	1863503	1864911	1167	1863503-1864563,1864728-1864818,1864860-1864870,1864908-1864911	-	CDS	SPBC18H10.04c	sce3	SPBC18H10.04c.1	translation initiation factor
II	1868028	1869788	1761	1868028-1869788	+	CDS	SPBC18H10.05	None	SPBC18H10.05.1	WD repeat protein, human WDR44 family
II	1869989	1871170	1074	1869989-1870621,1870670-1870934,1870995-1871170	-	CDS	SPBC18H10.06c	swd2	SPBC18H10.06c.1	Set1C complex WD repeat subunit Swd2.1
II	1871273	1872020	675	1871273-1871326,1871400-1872020	+	CDS	SPBC18H10.07	wbp4	SPBC18H10.07.1	U2-type precatalytic spliceosome WW domain-binding protein Wbp4
II	1872233	1874262	1782	1872233-1873762,1873951-1874094,1874155-1874262	-	CDS	SPBC18H10.08c	ubp4	SPBC18H10.08c.1	ubiquitin C-terminal hydrolase Ubp4
